date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,fiscal_year,quarter,month,year,ev_market_share
2023-09-01,1,0,0,379,2024,Q2,9,2023,0.0
2023-09-01,3,0,0,1274,2024,Q2,9,2023,0.0
2023-09-01,18,0,0,40,2024,Q2,9,2023,0.0
2023-09-01,18,1,0,211,2024,Q2,9,2023,0.0
2023-09-01,21,0,0,426,2024,Q2,9,2023,0.0
2023-09-01,21,1,0,239,2024,Q2,9,2023,0.0
2023-09-01,23,1,0,415,2024,Q2,9,2023,0.0
2023-09-01,24,1,0,654,2024,Q2,9,2023,0.0
2023-10-01,3,0,0,1281,2024,Q3,10,2023,0.0
2023-10-01,18,0,0,33,2024,Q3,10,2023,0.0
2023-10-01,18,1,0,187,2024,Q3,10,2023,0.0
2023-10-01,23,1,0,453,2024,Q3,10,2023,0.0
2023-10-01,24,0,0,471,2024,Q3,10,2023,0.0
2023-10-01,24,1,0,743,2024,Q3,10,2023,0.0
2023-11-01,3,0,0,1458,2024,Q3,11,2023,0.0
2023-11-01,18,0,0,39,2024,Q3,11,2023,0.0
2023-11-01,18,1,0,166,2024,Q3,11,2023,0.0
2023-11-01,23,1,0,531,2024,Q3,11,2023,0.0
2023-12-01,18,0,0,7,2024,Q3,12,2023,0.0
2023-12-01,18,1,0,144,2024,Q3,12,2023,0.0
2023-12-01,23,1,0,568,2024,Q3,12,2023,0.0
2023-12-01,24,0,0,421,2024,Q3,12,2023,0.0
2023-12-01,24,1,0,562,2024,Q3,12,2023,0.0
2024-01-01,3,0,0,995,2024,Q4,1,2024,0.0
2024-01-01,24,0,0,505,2024,Q4,1,2024,0.0
2024-01-01,18,1,0,141,2024,Q4,1,2024,0.0
2024-01-01,0,1,0,177,2024,Q4,1,2024,0.0
2024-01-01,24,1,0,877,2024,Q4,1,2024,0.0
2024-02-01,3,0,0,1117,2024,Q4,2,2024,0.0
2024-02-01,24,0,0,763,2024,Q4,2,2024,0.0
2024-02-01,18,0,0,4,2024,Q4,2,2024,0.0
2024-02-01,23,1,0,494,2024,Q4,2,2024,0.0
2024-02-01,18,1,0,47,2024,Q4,2,2024,0.0
2024-03-01,3,0,0,1259,2024,Q4,3,2024,0.0
2024-03-01,18,0,0,11,2024,Q4,3,2024,0.0
2024-03-01,23,1,0,463,2024,Q4,3,2024,0.0
2024-03-01,24,1,0,1336,2024,Q4,3,2024,0.0
2024-03-01,18,1,0,81,2024,Q4,3,2024,0.0
2021-04-01,8,0,1,657,2022,Q1,4,2021,0.0015220700152207
2021-04-01,13,1,1,3544,2022,Q1,4,2021,0.0002821670428893905
2021-04-01,22,1,1,930,2022,Q1,4,2021,0.001075268817204301
2021-05-01,6,1,1,413,2022,Q1,5,2021,0.002421307506053269
2021-05-01,12,1,1,4373,2022,Q1,5,2021,0.000228675966155957
2021-05-01,13,1,1,1503,2022,Q1,5,2021,0.0006653359946773121
2021-05-01,15,1,1,2290,2022,Q1,5,2021,0.0004366812227074236
2021-05-01,19,0,1,6302,2022,Q1,5,2021,0.00015867978419549348
2021-05-01,22,1,1,88,2022,Q1,5,2021,0.011363636363636364
2021-06-01,4,1,1,3842,2022,Q1,6,2021,0.0002602811035918792
2021-06-01,8,1,1,234,2022,Q1,6,2021,0.004273504273504274
2021-06-01,13,1,1,3193,2022,Q1,6,2021,0.00031318509238960227
2021-06-01,14,1,1,4469,2022,Q1,6,2021,0.00022376370552696352
2021-06-01,31,0,1,1523,2022,Q1,6,2021,0.0006565988181221273
2021-07-01,14,1,1,5336,2022,Q2,7,2021,0.0001874062968515742
2021-07-01,22,1,1,759,2022,Q2,7,2021,0.0013175230566534915
2021-08-01,1,1,1,110,2022,Q2,8,2021,0.00909090909090909
2021-08-01,26,1,1,837,2022,Q2,8,2021,0.0011947431302270011
2021-09-01,8,0,1,666,2022,Q2,9,2021,0.0015015015015015015
2021-09-01,13,1,1,3379,2022,Q2,9,2021,0.0002959455460195324
2021-09-01,14,1,1,3773,2022,Q2,9,2021,0.00026504108136761196
2021-09-01,24,0,1,578,2022,Q2,9,2021,0.0017301038062283738
2021-10-01,1,1,1,70,2022,Q3,10,2021,0.014285714285714285
2021-10-01,8,0,1,628,2022,Q3,10,2021,0.0015923566878980893
2021-10-01,8,1,1,333,2022,Q3,10,2021,0.003003003003003003
2021-10-01,13,1,1,3201,2022,Q3,10,2021,0.00031240237425804435
2021-11-01,8,0,1,938,2022,Q3,11,2021,0.0010660980810234541
2021-11-01,26,1,1,532,2022,Q3,11,2021,0.0018796992481203006
2021-12-01,1,1,1,122,2022,Q3,12,2021,0.00819672131147541
2021-12-01,8,1,1,336,2022,Q3,12,2021,0.002976190476190476
2021-12-01,13,1,1,4105,2022,Q3,12,2021,0.000243605359317905
2021-12-01,31,0,1,3579,2022,Q3,12,2021,0.0002794076557697681
2022-02-01,8,1,1,354,2022,Q4,2,2022,0.002824858757062147
2022-02-01,22,1,1,917,2022,Q4,2,2022,0.0010905125408942203
2022-03-01,8,1,1,355,2022,Q4,3,2022,0.0028169014084507044
2022-04-01,1,1,1,147,2023,Q1,4,2022,0.006802721088435374
2022-04-01,8,1,1,431,2023,Q1,4,2022,0.002320185614849188
2022-04-01,21,0,1,1246,2023,Q1,4,2022,0.0008025682182985554
2022-04-01,21,1,1,813,2023,Q1,4,2022,0.0012300123001230013
2022-04-01,22,1,1,860,2023,Q1,4,2022,0.0011627906976744186
2022-05-01,8,1,1,374,2023,Q1,5,2022,0.00267379679144385
2022-05-01,23,0,1,1638,2023,Q1,5,2022,0.0006105006105006105
2022-05-01,24,0,1,514,2023,Q1,5,2022,0.0019455252918287938
2022-06-01,8,0,1,767,2023,Q1,6,2022,0.001303780964797914
2022-06-01,22,1,1,1087,2023,Q1,6,2022,0.0009199632014719411
2022-07-01,3,1,1,947,2023,Q2,7,2022,0.0010559662090813093
2022-07-01,18,1,1,285,2023,Q2,7,2022,0.0035087719298245615
2022-07-01,23,0,1,1427,2023,Q2,7,2022,0.000700770847932726
2022-08-01,8,1,1,303,2023,Q2,8,2022,0.0033003300330033004
2022-09-01,8,1,1,390,2023,Q2,9,2022,0.002564102564102564
2022-09-01,21,0,1,2473,2023,Q2,9,2022,0.0004043671653861706
2022-09-01,22,0,1,1719,2023,Q2,9,2022,0.0005817335660267597
2022-10-01,22,1,1,1188,2023,Q3,10,2022,0.0008417508417508417
2022-11-01,1,1,1,159,2023,Q3,11,2022,0.006289308176100629
2022-12-01,3,0,1,925,2023,Q3,12,2022,0.001081081081081081
2022-12-01,22,0,1,1180,2023,Q3,12,2022,0.000847457627118644
2022-12-01,27,1,1,13085,2023,Q3,12,2022,7.642338555598012e-05
2023-01-01,8,1,1,360,2023,Q4,1,2023,0.002777777777777778
2023-01-01,18,0,1,20,2023,Q4,1,2023,0.05
2023-01-01,22,1,1,1271,2023,Q4,1,2023,0.0007867820613690008
2023-03-01,1,0,1,373,2023,Q4,3,2023,0.002680965147453083
2023-03-01,1,1,1,162,2023,Q4,3,2023,0.006172839506172839
2023-03-01,22,0,1,1907,2023,Q4,3,2023,0.0005243838489774515
2023-04-01,1,1,1,122,2024,Q1,4,2023,0.00819672131147541
2023-04-01,3,1,1,892,2024,Q1,4,2023,0.0011210762331838565
2023-04-01,8,1,1,407,2024,Q1,4,2023,0.002457002457002457
2023-04-01,24,1,1,687,2024,Q1,4,2023,0.001455604075691412
2023-04-01,31,1,1,299,2024,Q1,4,2023,0.0033444816053511705
2023-05-01,3,0,1,1193,2024,Q1,5,2023,0.0008382229673093043
2023-06-01,1,1,1,136,2024,Q1,6,2023,0.007352941176470588
2023-06-01,8,1,1,370,2024,Q1,6,2023,0.002702702702702703
2023-06-01,22,0,1,1969,2024,Q1,6,2023,0.0005078720162519045
2023-07-01,18,0,1,117,2024,Q2,7,2023,0.008547008547008548
2023-07-01,24,0,1,599,2024,Q2,7,2023,0.001669449081803005
2023-07-01,24,1,1,739,2024,Q2,7,2023,0.0013531799729364006
2023-08-01,8,1,1,357,2024,Q2,8,2023,0.0028011204481792717
2023-09-01,1,1,1,148,2024,Q2,9,2023,0.006756756756756757
2023-09-01,24,0,1,531,2024,Q2,9,2023,0.0018832391713747645
2023-10-01,1,0,1,404,2024,Q3,10,2023,0.0024752475247524753
2023-10-01,1,1,1,191,2024,Q3,10,2023,0.005235602094240838
2023-10-01,22,0,1,1776,2024,Q3,10,2023,0.0005630630630630631
2023-10-01,22,1,1,1354,2024,Q3,10,2023,0.0007385524372230429
2023-11-01,1,1,1,170,2024,Q3,11,2023,0.0058823529411764705
2023-11-01,24,0,1,634,2024,Q3,11,2023,0.0015772870662460567
2023-11-01,24,1,1,860,2024,Q3,11,2023,0.0011627906976744186
2023-12-01,22,0,1,1518,2024,Q3,12,2023,0.0006587615283267457
2023-12-01,22,1,1,1060,2024,Q3,12,2023,0.0009433962264150943
2024-01-01,23,1,1,513,2024,Q4,1,2024,0.001949317738791423
2024-01-01,22,1,1,1429,2024,Q4,1,2024,0.0006997900629811056
2024-02-01,1,1,1,181,2024,Q4,2,2024,0.0055248618784530384
2024-02-01,24,1,1,822,2024,Q4,2,2024,0.0012165450121654502
2024-03-01,1,1,1,158,2024,Q4,3,2024,0.006329113924050633
2024-03-01,3,1,1,1081,2024,Q4,3,2024,0.0009250693802035153
2021-04-01,1,1,9,168,2022,Q1,4,2021,0.05357142857142857
2021-04-01,2,1,26,7837,2022,Q1,4,2021,0.0033175960188847773
2021-04-01,5,1,4,5731,2022,Q1,4,2021,0.0006979584714709475
2021-04-01,6,1,2,1426,2022,Q1,4,2021,0.001402524544179523
2021-04-01,9,1,61,8076,2022,Q1,4,2021,0.007553244180287271
2021-04-01,10,1,8,1442,2022,Q1,4,2021,0.005547850208044383
2021-04-01,11,1,44,17386,2022,Q1,4,2021,0.0025307718854250547
2021-04-01,12,1,3,15476,2022,Q1,4,2021,0.00019384853967433445
2021-04-01,15,1,3,3425,2022,Q1,4,2021,0.0008759124087591241
2021-04-01,16,1,90,16864,2022,Q1,4,2021,0.005336812144212524
2021-04-01,17,1,132,23660,2022,Q1,4,2021,0.005579036348267117
2021-04-01,19,1,2,5356,2022,Q1,4,2021,0.0003734129947722181
2021-04-01,20,1,96,16829,2022,Q1,4,2021,0.005704438766415117
2021-04-01,25,1,5,5101,2022,Q1,4,2021,0.0009801999607920015
2021-04-01,27,1,4,8955,2022,Q1,4,2021,0.00044667783361250696
2021-04-01,28,1,22,10647,2022,Q1,4,2021,0.002066309758617451
2021-04-01,30,1,75,18826,2022,Q1,4,2021,0.0039838521194093274
2021-04-01,32,1,4,23056,2022,Q1,4,2021,0.00017349063150589867
2021-04-01,33,1,10,2728,2022,Q1,4,2021,0.0036656891495601175
2021-04-01,34,1,24,7640,2022,Q1,4,2021,0.0031413612565445027
2021-05-01,2,1,16,5831,2022,Q1,5,2021,0.0027439547247470417
2021-05-01,10,1,4,393,2022,Q1,5,2021,0.010178117048346057
2021-05-01,11,1,29,15959,2022,Q1,5,2021,0.0018171564634375588
2021-05-01,16,1,2,646,2022,Q1,5,2021,0.0030959752321981426
2021-05-01,17,1,48,5164,2022,Q1,5,2021,0.009295120061967466
2021-05-01,20,1,121,13528,2022,Q1,5,2021,0.008944411590774689
2021-05-01,26,1,2,119,2022,Q1,5,2021,0.01680672268907563
2021-05-01,28,1,7,2756,2022,Q1,5,2021,0.0025399129172714078
2021-05-01,30,1,14,3413,2022,Q1,5,2021,0.004101963082332259
2021-05-01,32,1,3,14016,2022,Q1,5,2021,0.00021404109589041095
2021-05-01,34,1,6,3962,2022,Q1,5,2021,0.001514386673397274
2021-06-01,2,1,39,6098,2022,Q1,6,2021,0.006395539521154477
2021-06-01,5,1,4,5692,2022,Q1,6,2021,0.0007027406886858749
2021-06-01,6,1,12,2050,2022,Q1,6,2021,0.005853658536585366
2021-06-01,7,1,5,4526,2022,Q1,6,2021,0.001104728236853734
2021-06-01,9,1,148,12914,2022,Q1,6,2021,0.011460430540498683
2021-06-01,10,1,14,749,2022,Q1,6,2021,0.018691588785046728
2021-06-01,11,1,61,19359,2022,Q1,6,2021,0.003150989203987809
2021-06-01,12,1,4,13420,2022,Q1,6,2021,0.00029806259314456036
2021-06-01,15,1,4,4405,2022,Q1,6,2021,0.0009080590238365494
2021-06-01,16,1,71,8030,2022,Q1,6,2021,0.00884184308841843
2021-06-01,17,1,140,10018,2022,Q1,6,2021,0.013974845278498703
2021-06-01,19,1,13,12092,2022,Q1,6,2021,0.0010750909692358584
2021-06-01,20,1,190,24817,2022,Q1,6,2021,0.007656042229117138
2021-06-01,25,1,2,3041,2022,Q1,6,2021,0.0006576783952647156
2021-06-01,27,1,3,7126,2022,Q1,6,2021,0.0004209935447656469
2021-06-01,28,1,34,12070,2022,Q1,6,2021,0.0028169014084507044
2021-06-01,30,1,42,7793,2022,Q1,6,2021,0.005389452072372642
2021-06-01,32,1,3,25704,2022,Q1,6,2021,0.00011671335200746966
2021-06-01,33,1,7,2972,2022,Q1,6,2021,0.0023553162853297443
2021-06-01,34,1,18,6316,2022,Q1,6,2021,0.002849905003166561
2021-07-01,1,1,8,176,2022,Q2,7,2021,0.045454545454545456
2021-07-01,2,1,36,7877,2022,Q2,7,2021,0.004570267868477847
2021-07-01,5,1,5,5438,2022,Q2,7,2021,0.0009194556822361162
2021-07-01,6,1,9,1916,2022,Q2,7,2021,0.004697286012526096
2021-07-01,7,1,12,4916,2022,Q2,7,2021,0.0024410089503661514
2021-07-01,9,1,131,15033,2022,Q2,7,2021,0.008714162176544934
2021-07-01,10,1,10,982,2022,Q2,7,2021,0.010183299389002037
2021-07-01,11,1,53,23792,2022,Q2,7,2021,0.0022276395427034295
2021-07-01,12,1,6,14524,2022,Q2,7,2021,0.0004131093362709997
2021-07-01,13,1,2,3811,2022,Q2,7,2021,0.0005247966413014956
2021-07-01,15,1,4,5020,2022,Q2,7,2021,0.0007968127490039841
2021-07-01,16,1,196,21640,2022,Q2,7,2021,0.009057301293900186
2021-07-01,17,1,139,18406,2022,Q2,7,2021,0.007551885254808215
2021-07-01,19,1,17,14581,2022,Q2,7,2021,0.0011659008298470612
2021-07-01,20,1,286,38063,2022,Q2,7,2021,0.007513858602842656
2021-07-01,25,1,3,5552,2022,Q2,7,2021,0.0005403458213256485
2021-07-01,27,1,3,9328,2022,Q2,7,2021,0.00032161234991423673
2021-07-01,28,1,52,14374,2022,Q2,7,2021,0.0036176429664672325
2021-07-01,30,1,88,20857,2022,Q2,7,2021,0.004219206980869732
2021-07-01,32,1,8,27999,2022,Q2,7,2021,0.0002857244901603629
2021-07-01,33,1,11,4182,2022,Q2,7,2021,0.0026303204208512673
2021-07-01,34,1,37,8919,2022,Q2,7,2021,0.004148447135329073
2021-08-01,2,1,78,8245,2022,Q2,8,2021,0.009460278956943602
2021-08-01,4,1,2,6447,2022,Q2,8,2021,0.0003102218085931441
2021-08-01,5,1,7,5724,2022,Q2,8,2021,0.001222921034241789
2021-08-01,6,1,9,1845,2022,Q2,8,2021,0.004878048780487805
2021-08-01,7,1,11,4350,2022,Q2,8,2021,0.002528735632183908
2021-08-01,9,1,157,13177,2022,Q2,8,2021,0.011914699855809365
2021-08-01,10,1,19,1439,2022,Q2,8,2021,0.01320361362056984
2021-08-01,11,1,83,20394,2022,Q2,8,2021,0.004069824458173972
2021-08-01,12,1,3,16027,2022,Q2,8,2021,0.00018718412678604855
2021-08-01,15,1,3,5113,2022,Q2,8,2021,0.000586739683160571
2021-08-01,16,1,137,21975,2022,Q2,8,2021,0.006234357224118316
2021-08-01,17,1,183,22813,2022,Q2,8,2021,0.008021741989216674
2021-08-01,19,1,26,12758,2022,Q2,8,2021,0.002037936980717981
2021-08-01,20,1,197,35127,2022,Q2,8,2021,0.005608221595923364
2021-08-01,25,1,4,5453,2022,Q2,8,2021,0.0007335411699981661
2021-08-01,27,1,4,9209,2022,Q2,8,2021,0.0004343576935606472
2021-08-01,28,1,53,11454,2022,Q2,8,2021,0.0046272044700541295
2021-08-01,30,1,88,20865,2022,Q2,8,2021,0.0042175892643182365
2021-08-01,32,1,3,24012,2022,Q2,8,2021,0.0001249375312343828
2021-08-01,33,1,6,3760,2022,Q2,8,2021,0.0015957446808510637
2021-08-01,34,1,28,9198,2022,Q2,8,2021,0.0030441400304414
2021-09-01,2,1,39,7952,2022,Q2,9,2021,0.004904426559356137
2021-09-01,5,1,4,4339,2022,Q2,9,2021,0.0009218713989398478
2021-09-01,6,1,20,1607,2022,Q2,9,2021,0.012445550715619166
2021-09-01,7,1,12,3650,2022,Q2,9,2021,0.0032876712328767125
2021-09-01,9,1,265,9181,2022,Q2,9,2021,0.028863958174490795
2021-09-01,10,1,34,1277,2022,Q2,9,2021,0.02662490211433046
2021-09-01,11,1,131,24797,2022,Q2,9,2021,0.005282897124652176
2021-09-01,12,1,7,14879,2022,Q2,9,2021,0.00047046172457826466
2021-09-01,15,1,12,3892,2022,Q2,9,2021,0.003083247687564234
2021-09-01,16,1,227,21407,2022,Q2,9,2021,0.010604008034754987
2021-09-01,17,1,164,22063,2022,Q2,9,2021,0.0074332593029053165
2021-09-01,19,1,23,11756,2022,Q2,9,2021,0.0019564477713507997
2021-09-01,20,1,148,27900,2022,Q2,9,2021,0.005304659498207885
2021-09-01,25,1,2,4865,2022,Q2,9,2021,0.00041109969167523125
2021-09-01,26,1,2,640,2022,Q2,9,2021,0.003125
2021-09-01,27,1,3,7521,2022,Q2,9,2021,0.00039888312724371757
2021-09-01,28,1,69,11035,2022,Q2,9,2021,0.006252831898504758
2021-09-01,30,1,107,18823,2022,Q2,9,2021,0.005684534877543431
2021-09-01,32,1,4,23510,2022,Q2,9,2021,0.00017014036580178648
2021-09-01,33,1,10,3171,2022,Q2,9,2021,0.00315357931251971
2021-09-01,34,1,34,9437,2022,Q2,9,2021,0.0036028398855568505
2021-10-01,2,1,37,7366,2022,Q3,10,2021,0.005023079011675265
2021-10-01,5,1,7,5838,2022,Q3,10,2021,0.001199040767386091
2021-10-01,6,1,12,1816,2022,Q3,10,2021,0.006607929515418502
2021-10-01,7,1,11,5255,2022,Q3,10,2021,0.0020932445290199808
2021-10-01,9,1,253,12876,2022,Q3,10,2021,0.019648959304131717
2021-10-01,10,1,28,1165,2022,Q3,10,2021,0.0240343347639485
2021-10-01,11,1,104,23184,2022,Q3,10,2021,0.004485852311939268
2021-10-01,12,1,8,11634,2022,Q3,10,2021,0.0006876396768093519
2021-10-01,14,1,2,4205,2022,Q3,10,2021,0.0004756242568370987
2021-10-01,15,1,5,4806,2022,Q3,10,2021,0.0010403662089055348
2021-10-01,16,1,163,18505,2022,Q3,10,2021,0.008808430154012429
2021-10-01,17,1,158,14562,2022,Q3,10,2021,0.01085015794533718
2021-10-01,19,1,20,9554,2022,Q3,10,2021,0.0020933640360058614
2021-10-01,20,1,298,33771,2022,Q3,10,2021,0.008824139054218116
2021-10-01,25,1,2,5830,2022,Q3,10,2021,0.00034305317324185246
2021-10-01,27,1,5,8523,2022,Q3,10,2021,0.0005866478939340608
2021-10-01,28,1,86,12823,2022,Q3,10,2021,0.00670669890041332
2021-10-01,30,1,119,14796,2022,Q3,10,2021,0.008042714247093808
2021-10-01,32,1,10,23095,2022,Q3,10,2021,0.00043299415457891317
2021-10-01,33,1,13,3523,2022,Q3,10,2021,0.0036900369003690036
2021-10-01,34,1,33,7120,2022,Q3,10,2021,0.0046348314606741575
2021-11-01,2,1,34,7374,2022,Q3,11,2021,0.004610794684024953
2021-11-01,5,1,11,6992,2022,Q3,11,2021,0.0015732265446224256
2021-11-01,6,1,16,1919,2022,Q3,11,2021,0.008337675872850442
2021-11-01,7,1,14,4824,2022,Q3,11,2021,0.002902155887230514
2021-11-01,9,1,185,11782,2022,Q3,11,2021,0.015701918180274995
2021-11-01,10,1,20,1293,2022,Q3,11,2021,0.015467904098994586
2021-11-01,11,1,121,22396,2022,Q3,11,2021,0.0054027504911591355
2021-11-01,12,1,13,16035,2022,Q3,11,2021,0.0008107265357031494
2021-11-01,15,1,8,5320,2022,Q3,11,2021,0.0015037593984962407
2021-11-01,16,1,153,17247,2022,Q3,11,2021,0.008871108018785876
2021-11-01,17,1,214,15244,2022,Q3,11,2021,0.01403831015481501
2021-11-01,19,1,31,12871,2022,Q3,11,2021,0.0024085152668790306
2021-11-01,20,1,515,28322,2022,Q3,11,2021,0.018183744085869643
2021-11-01,25,1,18,5095,2022,Q3,11,2021,0.0035328753680078507
2021-11-01,27,1,3,9015,2022,Q3,11,2021,0.00033277870216306157
2021-11-01,28,1,79,16115,2022,Q3,11,2021,0.004902264970524356
2021-11-01,30,1,108,15533,2022,Q3,11,2021,0.006952938904268332
2021-11-01,32,1,10,29608,2022,Q3,11,2021,0.00033774655498513916
2021-11-01,33,1,12,3954,2022,Q3,11,2021,0.0030349013657056147
2021-11-01,34,1,59,8836,2022,Q3,11,2021,0.006677229515617927
2021-12-01,2,1,31,6314,2022,Q3,12,2021,0.004909724421919544
2021-12-01,4,1,3,6737,2022,Q3,12,2021,0.000445302063232893
2021-12-01,5,1,7,5031,2022,Q3,12,2021,0.0013913734843967402
2021-12-01,6,1,12,1985,2022,Q3,12,2021,0.006045340050377834
2021-12-01,7,1,5,3651,2022,Q3,12,2021,0.001369487811558477
2021-12-01,9,1,277,12633,2022,Q3,12,2021,0.02192669991292646
2021-12-01,10,1,19,1306,2022,Q3,12,2021,0.01454823889739663
2021-12-01,11,1,163,24277,2022,Q3,12,2021,0.0067141739094616305
2021-12-01,12,1,11,16015,2022,Q3,12,2021,0.000686856072432095
2021-12-01,15,1,3,4258,2022,Q3,12,2021,0.0007045561296383278
2021-12-01,16,1,153,16243,2022,Q3,12,2021,0.009419442221264545
2021-12-01,17,1,186,16994,2022,Q3,12,2021,0.010945039425679651
2021-12-01,19,1,30,11820,2022,Q3,12,2021,0.0025380710659898475
2021-12-01,20,1,1392,29346,2022,Q3,12,2021,0.04743406256389286
2021-12-01,25,1,20,4634,2022,Q3,12,2021,0.0043159257660768235
2021-12-01,26,1,2,608,2022,Q3,12,2021,0.003289473684210526
2021-12-01,27,1,6,10624,2022,Q3,12,2021,0.0005647590361445783
2021-12-01,28,1,73,12739,2022,Q3,12,2021,0.00573043410000785
2021-12-01,30,1,121,17001,2022,Q3,12,2021,0.00711722839832951
2021-12-01,32,1,21,33774,2022,Q3,12,2021,0.0006217800675075502
2021-12-01,33,1,38,4270,2022,Q3,12,2021,0.008899297423887589
2021-12-01,34,1,39,8452,2022,Q3,12,2021,0.004614292475153809
2022-01-01,2,1,29,8418,2022,Q4,1,2022,0.003444998812069375
2022-01-01,5,1,10,5538,2022,Q4,1,2022,0.0018057060310581437
2022-01-01,6,1,7,1519,2022,Q4,1,2022,0.004608294930875576
2022-01-01,7,1,11,4667,2022,Q4,1,2022,0.0023569745018212985
2022-01-01,9,1,282,13659,2022,Q4,1,2022,0.020645728091368328
2022-01-01,10,1,26,1185,2022,Q4,1,2022,0.021940928270042195
2022-01-01,11,1,97,21963,2022,Q4,1,2022,0.0044165186905249735
2022-01-01,12,1,26,17633,2022,Q4,1,2022,0.0014745080247263653
2022-01-01,13,1,3,3090,2022,Q4,1,2022,0.000970873786407767
2022-01-01,15,1,5,4345,2022,Q4,1,2022,0.0011507479861910242
2022-01-01,16,1,209,21967,2022,Q4,1,2022,0.009514271407110666
2022-01-01,17,1,212,17441,2022,Q4,1,2022,0.012155266326472106
2022-01-01,19,1,25,11325,2022,Q4,1,2022,0.002207505518763797
2022-01-01,20,1,263,35772,2022,Q4,1,2022,0.007352118975735212
2022-01-01,25,1,27,5876,2022,Q4,1,2022,0.004594962559564329
2022-01-01,27,1,7,9792,2022,Q4,1,2022,0.0007148692810457516
2022-01-01,28,1,92,13658,2022,Q4,1,2022,0.006735978913457314
2022-01-01,30,1,121,20494,2022,Q4,1,2022,0.005904167073289743
2022-01-01,32,1,14,32561,2022,Q4,1,2022,0.00042996222474739717
2022-01-01,33,1,30,4241,2022,Q4,1,2022,0.007073803348266918
2022-01-01,34,1,54,7968,2022,Q4,1,2022,0.00677710843373494
2022-02-01,2,1,43,6361,2022,Q4,2,2022,0.0067599434051249805
2022-02-01,4,1,3,6152,2022,Q4,2,2022,0.00048764629388816646
2022-02-01,5,1,8,5658,2022,Q4,2,2022,0.0014139271827500884
2022-02-01,6,1,11,1941,2022,Q4,2,2022,0.005667181865018032
2022-02-01,7,1,20,3922,2022,Q4,2,2022,0.005099439061703213
2022-02-01,9,1,298,12608,2022,Q4,2,2022,0.02363578680203046
2022-02-01,10,1,62,1160,2022,Q4,2,2022,0.05344827586206897
2022-02-01,11,1,128,24012,2022,Q4,2,2022,0.005330667999333667
2022-02-01,12,1,28,16353,2022,Q4,2,2022,0.0017122240567479974
2022-02-01,13,1,5,3616,2022,Q4,2,2022,0.0013827433628318584
2022-02-01,14,1,7,4679,2022,Q4,2,2022,0.0014960461637101945
2022-02-01,15,1,4,4335,2022,Q4,2,2022,0.000922722029988466
2022-02-01,16,1,202,17561,2022,Q4,2,2022,0.01150276180171972
2022-02-01,17,1,327,14575,2022,Q4,2,2022,0.022435677530017153
2022-02-01,19,1,22,11274,2022,Q4,2,2022,0.001951392584708178
2022-02-01,20,1,905,31805,2022,Q4,2,2022,0.028454645495991197
2022-02-01,25,1,27,5023,2022,Q4,2,2022,0.005375273740792355
2022-02-01,27,1,5,9464,2022,Q4,2,2022,0.0005283178360101438
2022-02-01,28,1,116,14811,2022,Q4,2,2022,0.00783201674431166
2022-02-01,30,1,135,16711,2022,Q4,2,2022,0.008078511160313566
2022-02-01,32,1,22,28479,2022,Q4,2,2022,0.000772499034376207
2022-02-01,33,1,24,3820,2022,Q4,2,2022,0.0062827225130890054
2022-02-01,34,1,45,7395,2022,Q4,2,2022,0.006085192697768763
2022-03-01,1,1,2,108,2022,Q4,3,2022,0.018518518518518517
2022-03-01,2,1,55,7288,2022,Q4,3,2022,0.007546652030735456
2022-03-01,4,1,2,7281,2022,Q4,3,2022,0.0002746875429199286
2022-03-01,5,1,12,6694,2022,Q4,3,2022,0.00179265013444876
2022-03-01,6,1,14,2279,2022,Q4,3,2022,0.00614304519526108
2022-03-01,7,1,19,4200,2022,Q4,3,2022,0.004523809523809524
2022-03-01,9,1,220,13385,2022,Q4,3,2022,0.016436309301456856
2022-03-01,10,1,91,1474,2022,Q4,3,2022,0.06173677069199457
2022-03-01,11,1,249,26077,2022,Q4,3,2022,0.009548644399279058
2022-03-01,12,1,13,18621,2022,Q4,3,2022,0.0006981365125396058
2022-03-01,13,1,3,3371,2022,Q4,3,2022,0.0008899436369029962
2022-03-01,14,1,4,4854,2022,Q4,3,2022,0.0008240626287597857
2022-03-01,15,1,5,5062,2022,Q4,3,2022,0.0009877518767285659
2022-03-01,16,1,230,22167,2022,Q4,3,2022,0.010375783822799658
2022-03-01,17,1,331,16628,2022,Q4,3,2022,0.019906182343035844
2022-03-01,19,1,35,11616,2022,Q4,3,2022,0.003013085399449036
2022-03-01,20,1,2060,39762,2022,Q4,3,2022,0.05180825914189427
2022-03-01,25,1,31,6098,2022,Q4,3,2022,0.0050836339783535585
2022-03-01,26,1,3,817,2022,Q4,3,2022,0.0036719706242350062
2022-03-01,27,1,4,10836,2022,Q4,3,2022,0.00036913990402362494
2022-03-01,28,1,89,13751,2022,Q4,3,2022,0.006472256563159043
2022-03-01,30,1,168,20604,2022,Q4,3,2022,0.008153756552125802
2022-03-01,32,1,18,29324,2022,Q4,3,2022,0.0006138316737143637
2022-03-01,33,1,20,4026,2022,Q4,3,2022,0.004967709885742673
2022-03-01,34,1,41,8539,2022,Q4,3,2022,0.00480149900456728
2022-04-01,2,1,54,7195,2023,Q1,4,2022,0.007505211952744961
2022-04-01,4,1,2,6354,2023,Q1,4,2022,0.0003147623544224111
